cik,ticker,exchange,name,group,n_filings,first_filed,last_filed,price_from,price_to
1089319,,,"FREESTONE RESOURCES, INC.",unresolved,6,2018-02-09,2019-05-20,2018-02-09,2019-12-06
1089511,,,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,unresolved,14,2018-03-16,2021-05-07,2018-03-16,2021-11-23
1089531,,,"KINGOLD JEWELRY, INC.",unresolved,8,2018-03-15,2019-11-12,2018-03-15,2020-05-30
1089748,,,HUNTSMAN INTERNATIONAL LLC,unresolved,20,2018-02-23,2022-11-04,2018-02-23,2023-05-23
1089819,,,Cleco Corporate Holdings LLC,unresolved,20,2018-02-21,2022-11-07,2018-02-21,2023-05-26
1090061,,,OMNOVA SOLUTIONS INC,unresolved,10,2018-02-02,2020-03-30,2018-02-02,2020-10-16
1090908,,,"DETERMINE, INC.",unresolved,5,2018-02-09,2019-02-19,2018-02-09,2019-09-07
1091748,,,"Argo Group International Holdings, Inc.",unresolved,20,2018-02-27,2022-11-09,2018-02-27,2023-05-28
1091883,,,CIRCOR INTERNATIONAL INC,unresolved,20,2018-03-01,2022-11-14,2018-03-01,2023-06-02
1091907,,,"WORLD WRESTLING ENTERTAINMENT, LLC",unresolved,20,2018-02-08,2022-11-02,2018-02-08,2023-05-21
1091983,,,FOREVERGREEN WORLDWIDE CORP,unresolved,5,2018-04-18,2020-03-04,2018-04-18,2020-09-20
1092289,,,TRANSATLANTIC PETROLEUM LTD.,unresolved,12,2018-03-21,2020-11-19,2018-03-21,2021-06-07
1092570,,,FULLNET COMMUNICATIONS INC,unresolved,20,2018-04-02,2022-11-10,2018-04-02,2023-05-29
1092662,,,"CHEMBIO DIAGNOSTICS, INC.",unresolved,20,2018-03-08,2022-11-03,2018-03-08,2023-05-22
1093082,,,HUTTIG BUILDING PRODUCTS INC,unresolved,18,2018-03-07,2022-08-05,2018-03-07,2023-02-21
1093636,,,"Saxon Capital Group, Inc./DE",unresolved,5,2021-11-15,2022-10-28,2021-11-15,2023-05-16
1094093,,,PROGRESS ENERGY INC,unresolved,20,2018-02-21,2022-11-04,2018-02-21,2023-05-23
1094392,,,RUDOLPH TECHNOLOGIES INC,unresolved,8,2018-02-16,2019-11-07,2018-02-16,2020-05-25
1094739,,,FINISAR CORP,unresolved,7,2018-03-08,2019-09-04,2018-03-08,2020-03-22
1094810,,,MUTUALFIRST FINANCIAL INC,unresolved,9,2018-03-15,2020-03-12,2018-03-15,2020-09-28
1095130,,,"IOTACOMM, INC.",unresolved,10,2018-01-16,2021-04-30,2018-01-16,2021-11-16
1095315,,,PFSWEB INC,unresolved,20,2018-03-16,2022-11-09,2018-03-16,2023-05-28
1095996,,,WILLIAM LYON HOMES,unresolved,8,2018-02-22,2019-11-08,2018-02-22,2020-05-26
1096376,,,NUTRI SYSTEM INC /DE/,unresolved,5,2018-02-28,2019-02-26,2018-02-28,2019-09-14
1096934,,,"ENTERPRISE DIVERSIFIED, INC.",unresolved,15,2018-03-30,2022-05-13,2018-03-30,2022-11-29
1096950,,,"ADVANCED CONTAINER TECHNOLOGIES, INC.",unresolved,20,2018-04-02,2022-11-14,2018-04-02,2023-06-02
1097396,,,CERES TACTICAL GLOBAL L.P.,unresolved,8,2018-05-10,2020-11-12,2018-05-10,2021-05-31
1098296,,,MIDAMERICAN FUNDING LLC,unresolved,20,2018-02-26,2022-11-07,2018-02-26,2023-05-26
1098880,,,IntelGenx Technologies Corp.,unresolved,20,2018-03-29,2022-11-10,2018-03-29,2023-05-29
1098996,,,ORANCO INC,unresolved,10,2018-09-28,2022-01-04,2018-09-28,2022-07-23
1099941,,,"MVC CAPITAL, INC.",unresolved,12,2018-01-16,2020-09-09,2018-01-16,2021-03-28
110019,,,NORTHWEST PIPELINE LLC,unresolved,11,2018-02-22,2022-02-28,2018-02-22,2022-09-16
1100397,,,"Ayala Pharmaceuticals, Inc.",unresolved,17,2018-03-12,2022-09-13,2018-03-12,2023-04-01
1100412,,,ARRAY BIOPHARMA INC,unresolved,6,2018-02-06,2019-05-07,2018-02-06,2019-11-23
1100441,,,"RTI SURGICAL, INC.",unresolved,5,2018-03-02,2019-03-05,2018-03-02,2019-09-21
1100778,,,Rokk3r Inc.,unresolved,8,2018-01-12,2019-11-19,2018-01-12,2020-06-06
1101396,,,"DELTA APPAREL, INC",unresolved,20,2018-02-05,2022-11-21,2018-02-05,2023-06-09
1101680,,,DZS INC.,unresolved,20,2018-04-04,2022-11-01,2018-04-04,2023-05-20
1102112,,,PACWEST BANCORP,unresolved,20,2018-03-01,2022-11-08,2018-03-01,2023-05-27
1102266,,,CenterState Bank Corp,unresolved,10,2018-02-28,2020-04-30,2018-02-28,2020-11-16
1102392,,,"Royal Energy Resources, Inc.",unresolved,8,2018-04-17,2019-11-13,2018-04-17,2020-05-31
1102432,,,"VIKING ENERGY GROUP, INC.",unresolved,20,2018-04-17,2022-11-14,2018-04-17,2023-06-02
1102934,,,"CMC Materials, Inc.",unresolved,18,2018-02-07,2022-05-05,2018-02-07,2022-11-21
1103021,,,BIODELIVERY SCIENCES INTERNATIONAL INC,unresolved,17,2018-03-15,2022-03-09,2018-03-15,2022-09-25
1103090,,,"REFLECT SCIENTIFIC, INC.",unresolved,15,2018-04-02,2022-11-09,2018-04-02,2023-05-28
1103640,,,"OMPHALOS, CORP",unresolved,11,2018-03-29,2020-08-13,2018-03-29,2021-03-01
1104280,,,SANGUI BIOTECH INTERNATIONAL INC,unresolved,19,2018-02-13,2022-11-10,2018-02-13,2023-05-29
1104855,,,"Support.com, Inc.",unresolved,15,2018-03-22,2021-08-13,2018-03-22,2022-03-01
1106838,,,"Sonnet BioTherapeutics Holdings, Inc.",unresolved,14,2018-03-30,2022-12-15,2018-03-30,2023-07-03
1108236,,,AMERICAN RIVER BANKSHARES,unresolved,14,2018-02-28,2021-05-06,2018-02-28,2021-11-22
1108320,,,SMTC CORP,unresolved,13,2018-03-08,2021-03-17,2018-03-08,2021-10-03
1108630,,,Live Current Media Inc.,unresolved,16,2018-08-14,2022-11-21,2018-08-14,2023-06-09
1108645,,,Correlate Energy Corp.,unresolved,13,2018-03-30,2022-11-10,2018-03-30,2023-05-29
1108827,,,"QEP RESOURCES, INC.",unresolved,13,2018-02-28,2021-02-24,2018-02-28,2021-09-12
1108967,,,"Orbital Infrastructure Group, Inc.",unresolved,20,2018-03-14,2022-11-14,2018-03-14,2023-06-02
1109189,,,"BASIC ENERGY SERVICES, INC.",unresolved,14,2018-02-28,2021-05-17,2018-02-28,2021-12-03
1109448,,,ALLIANCEBERNSTEIN L.P.,unresolved,20,2018-02-13,2022-10-28,2018-02-13,2023-05-16
1109486,,,Endexx Corp,unresolved,6,2021-05-24,2022-08-15,2021-05-24,2023-03-03
1109546,,,PACIFIC MERCANTILE BANCORP,unresolved,9,2018-03-02,2021-08-13,2018-03-02,2022-03-01
1110805,,,NuStar Energy L.P.,unresolved,20,2018-02-28,2022-11-08,2018-02-28,2023-05-27
1112920,,,GLOBALSCAPE INC,unresolved,13,2018-06-14,2020-08-10,2018-06-14,2021-02-26
1113148,,,"INFINITY PHARMACEUTICALS, INC.",unresolved,20,2018-03-15,2022-11-14,2018-03-15,2023-06-02
1113256,,,"MERITOR, INC.",unresolved,19,2018-02-01,2022-08-02,2018-02-01,2023-02-18
1113481,,,MEDICINES CO /DE,unresolved,8,2018-03-01,2019-10-30,2018-03-01,2020-05-17
1113513,,,"MobileSmith, Inc.",unresolved,19,2018-03-29,2022-08-12,2018-03-29,2023-02-28
1115055,,,PINNACLE FINANCIAL PARTNERS INC,unresolved,20,2018-02-28,2022-11-04,2018-02-28,2023-05-23
1115128,,,Quotient Technology Inc.,unresolved,20,2018-02-16,2022-11-09,2018-02-16,2023-05-28
1115836,,,Belmond Ltd.,unresolved,5,2018-03-01,2019-02-28,2018-03-01,2019-09-16
1117480,,,CHIMERIX INC,unresolved,20,2018-03-01,2022-11-03,2018-03-01,2023-05-22
1118004,,,BANCPLUS CORP,unresolved,11,2020-05-11,2022-11-10,2020-05-11,2023-05-29
1118237,,,MBT FINANCIAL CORP,unresolved,7,2018-03-09,2019-08-09,2018-03-09,2020-02-25
1118417,,,"MODEL N, INC.",unresolved,20,2018-02-07,2022-11-18,2018-02-07,2023-06-06
1119897,,,PCT LTD,unresolved,20,2018-04-17,2022-11-14,2018-04-17,2023-06-02
11199,,,"Amcor Flexibles North America, Inc.",unresolved,6,2018-02-23,2019-04-26,2018-02-23,2019-11-12
1121142,,,Maxar Technologies Inc.,unresolved,16,2019-03-01,2022-11-03,2019-03-01,2023-05-22
1121702,,,"YIELD10 BIOSCIENCE, INC.",unresolved,11,2018-03-12,2022-11-14,2018-03-12,2023-06-02
1122063,,,"FTE Networks, Inc.",unresolved,6,2018-04-18,2020-11-05,2018-04-18,2021-05-24
1122388,,,ELLIE MAE INC,unresolved,5,2018-03-01,2019-03-01,2018-03-01,2019-09-17
1123852,,,NORTHERN STATES POWER CO,unresolved,20,2018-02-26,2022-10-27,2018-02-26,2023-05-15
1124610,,,VMWARE LLC,unresolved,20,2018-03-29,2022-12-02,2018-03-29,2023-06-20
1124804,,,Veradigm Inc.,unresolved,20,2018-02-26,2022-11-07,2018-02-26,2023-05-26
1124941,,,"QXO BUILDING PRODUCTS, INC.",unresolved,19,2018-02-09,2022-11-04,2018-02-09,2023-05-23
1125264,,,ATEL CAPITAL EQUIPMENT FUND IX LLC,unresolved,7,2018-03-27,2019-08-14,2018-03-27,2020-03-01
1125699,,,DAIS Corp,unresolved,20,2018-04-02,2022-11-21,2018-04-02,2023-06-09
1125920,,,SHUTTERFLY INC,unresolved,7,2018-02-20,2019-08-07,2018-02-20,2020-02-23
1126234,,,"LUMOS PHARMA, INC.",unresolved,20,2018-03-05,2022-11-14,2018-03-05,2023-06-02
1126961,,,GRANDSOUTH BANCORPORATION,unresolved,7,2021-05-17,2022-11-14,2021-05-17,2023-06-02
1126975,,,"Magellan Midstream Partners, L.P.",unresolved,20,2018-02-16,2022-10-27,2018-02-16,2023-05-15
1127703,,,PROASSURANCE CORP,unresolved,20,2018-02-21,2022-11-08,2018-02-21,2023-05-27
1127993,,,"GALAXY NEXT GENERATION, INC.",unresolved,18,2018-04-17,2022-11-14,2018-04-17,2023-06-02
1128353,,,ENERTECK CORP,unresolved,20,2018-04-17,2022-11-14,2018-04-17,2023-06-02
1129096,,,INFITECH VENTURES INC,unresolved,8,2018-03-19,2020-06-15,2018-03-19,2021-01-01
1129260,,,"VOCERA COMMUNICATIONS, INC.",unresolved,17,2018-03-05,2022-02-22,2018-03-05,2022-09-10
1130758,,,AEI INCOME & GROWTH FUND 24 LLC,unresolved,12,2019-05-14,2022-03-31,2019-05-14,2022-10-17
1131227,,,Hercules Sub LLC,unresolved,10,2018-02-28,2020-07-29,2018-02-28,2021-02-14
1131324,,,GENOMIC HEALTH INC,unresolved,8,2018-03-14,2019-10-30,2018-03-14,2020-05-17
1131554,,,SYNCHRONOSS TECHNOLOGIES INC,unresolved,23,2018-07-02,2022-11-08,2018-07-02,2023-05-27
1133470,,,CALAVO GROWERS INC,unresolved,20,2018-03-09,2022-12-20,2018-03-09,2023-07-08
1135185,,,ATLAS AIR WORLDWIDE HOLDINGS INC,unresolved,20,2018-02-22,2022-11-03,2018-02-22,2023-05-22
1135657,,,"Eco-Stim Energy Solutions, Inc.",unresolved,5,2018-03-19,2019-05-10,2018-03-19,2019-11-26
1135971,,,PEPCO HOLDINGS LLC,unresolved,20,2018-02-09,2022-11-03,2018-02-09,2023-05-22
1136174,,,"Ontrak, Inc.",unresolved,20,2018-03-07,2022-11-21,2018-03-07,2023-06-09
1136294,,,"NOS4-1, Inc.",unresolved,21,2018-01-31,2022-11-14,2018-01-31,2023-06-02
1136352,,,Crestwood Equity Partners LP,unresolved,20,2018-02-26,2022-11-03,2018-02-26,2023-05-22
1137547,,,UNITED SECURITY BANCSHARES,unresolved,20,2018-03-02,2022-11-07,2018-03-02,2023-05-26
1138639,,,Infinera Corp,unresolved,20,2018-02-28,2022-11-02,2018-02-28,2023-05-21
1138724,,,"Global Arena Holding, Inc.",unresolved,20,2018-05-04,2022-11-21,2018-05-04,2023-06-09
1138776,,,"Aevi Genomic Medicine, LLC",unresolved,5,2018-03-13,2019-08-13,2018-03-13,2020-02-29
1138978,,,"Novo Integrated Sciences, Inc.",unresolved,19,2018-01-12,2022-07-14,2018-01-12,2023-01-30
1139812,,,MB FINANCIAL INC /MD,unresolved,5,2018-02-26,2019-03-01,2018-02-26,2019-09-17
1141788,,,HEALTH DISCOVERY CORP,unresolved,6,2020-05-12,2021-11-15,2020-05-12,2022-06-03
1141807,,,1ST CONSTITUTION BANCORP,unresolved,16,2018-03-19,2021-11-09,2018-03-19,2022-05-28
1142412,,,MISSION BROADCASTING INC,unresolved,9,2018-03-23,2020-03-30,2018-03-23,2020-10-16
1142596,,,NUVASIVE INC,unresolved,20,2018-02-26,2022-11-09,2018-02-26,2023-05-28
1142790,,,"TAURIGA SCIENCES, INC.",unresolved,15,2018-02-12,2022-02-16,2018-02-12,2022-09-04
1143238,,,Triton Emission Solutions Inc.,unresolved,10,2018-04-02,2020-05-11,2018-04-02,2020-11-27
1144169,,,"ECO INNOVATION GROUP, INC.",unresolved,7,2021-04-15,2022-08-22,2021-04-15,2023-03-10
1144519,,,BUNGELTD,unresolved,20,2018-02-23,2022-10-26,2018-02-23,2023-05-14
1144546,,,"HFactor, Inc.",unresolved,16,2019-04-15,2022-11-21,2019-04-15,2023-06-09
1145057,,,"FORESCOUT TECHNOLOGIES, INC",unresolved,11,2018-02-22,2020-08-05,2018-02-22,2021-02-21
1145765,,,GLOBAL MACRO TRUST,unresolved,15,2018-03-29,2022-11-14,2018-03-29,2023-06-02
1156174,,,LAKE AREA CORN PROCESSORS LLC,unresolved,20,2018-03-02,2022-11-14,2018-03-02,2023-06-02
1156388,,,BIG 5 SPORTING GOODS Corp,unresolved,20,2018-02-28,2022-11-02,2018-02-28,2023-05-21
1156445,,,WNC HOUSING TAX CREDIT FUND VI LP SERIES 9,unresolved,6,2018-02-14,2019-06-26,2018-02-14,2020-01-12
1157762,,,CHINA AUTOMOTIVE SYSTEMS INC/2,unresolved,20,2018-03-29,2022-11-14,2018-03-29,2023-06-02
1157806,,,ENCANA CORP,unresolved,8,2018-02-26,2019-11-04,2018-02-26,2020-05-22
1157817,,,"SITO MOBILE, LTD.",unresolved,8,2018-04-02,2020-02-11,2018-04-02,2020-08-29
1158420,,,Green Giant Inc.,unresolved,20,2018-01-03,2022-08-15,2018-01-03,2023-03-03
1158659,,,PSEG POWER LLC,unresolved,16,2018-02-26,2021-11-02,2018-02-26,2022-05-21
1158863,,,"WAGEWORKS, INC.",unresolved,7,2019-03-18,2019-08-08,2019-03-18,2020-02-24
1159167,,,IROBOT CORP,unresolved,20,2018-02-16,2022-11-10,2018-02-16,2023-05-29
1159275,,,KIWA BIO-TECH PRODUCTS GROUP CORP,unresolved,9,2018-03-30,2020-05-29,2018-03-30,2020-12-15
1159281,,,AlerisLife Inc.,unresolved,20,2018-03-21,2022-11-02,2018-03-21,2023-05-21
1160661,,,SOUTHERN POWER CO,unresolved,20,2018-02-21,2022-10-27,2018-02-21,2023-05-15
1160951,,,"DUCK CREEK TECHNOLOGIES, INC.",unresolved,9,2020-11-03,2022-10-28,2020-11-03,2023-05-16
1160958,,,INPHI Corp,unresolved,13,2018-02-28,2021-02-25,2018-02-28,2021-09-13
1161154,,,"Energy Transfer Operating, L.P.",unresolved,11,2018-02-23,2021-02-19,2018-02-23,2021-09-07
1161364,,,MEDIACOM BROADBAND LLC,unresolved,8,2018-03-02,2019-11-06,2018-03-02,2020-05-24
1161366,,,MEDIACOM BROADBAND CORP,unresolved,8,2018-03-02,2019-11-06,2018-03-02,2020-05-24
1161582,,,"GROWLIFE, INC.",unresolved,20,2018-03-28,2022-11-21,2018-03-28,2023-06-09
1162112,,,"RigNet, Inc.",unresolved,13,2018-03-06,2021-03-15,2018-03-06,2021-10-01
1162283,,,MORGAN GROUP HOLDING CO,unresolved,12,2020-04-02,2022-11-14,2020-04-02,2023-06-02
1162461,,,CUTERA INC,unresolved,20,2018-03-26,2022-11-09,2018-03-26,2023-05-28
1162556,,,DOVER DOWNS GAMING & ENTERTAINMENT INC,unresolved,5,2018-03-01,2019-03-21,2018-03-01,2019-10-07
1163302,,,UNITED STATES STEEL CORP,unresolved,20,2018-02-21,2022-10-28,2018-02-21,2023-05-16
1164256,,,"DAYBREAK OIL & GAS, INC.",unresolved,20,2018-01-12,2022-10-28,2018-01-12,2023-05-16
1164888,,,"Kyto Technology & Life Science, Inc.",unresolved,5,2019-07-31,2022-02-22,2019-07-31,2022-09-10
1165639,,,EARTH LIFE SCIENCES INC,unresolved,6,2020-03-17,2022-04-15,2020-03-17,2022-11-01
1166126,,,"Old COPPER Company, Inc.",unresolved,12,2018-03-19,2020-12-10,2018-03-19,2021-06-28
1166388,,,VERINT SYSTEMS INC,unresolved,20,2018-03-29,2022-12-07,2018-03-29,2023-06-25
1167609,,,BRIGHTHOUSE LIFE INSURANCE Co OF NY,unresolved,19,2018-03-23,2022-08-09,2018-03-23,2023-02-25
1168054,,,CIMAREX ENERGY CO,unresolved,15,2018-02-23,2021-08-06,2018-02-23,2022-02-22
1168081,,,Desert Hawk Gold Corp.,unresolved,14,2018-08-28,2022-11-14,2018-08-28,2023-06-02
1168165,,,CONSTELLATION ENERGY GENERATION LLC,unresolved,20,2018-02-09,2022-11-08,2018-02-09,2023-05-27
1169055,,,Noble Finance Co,unresolved,20,2018-02-23,2022-11-03,2018-02-23,2023-05-22
1169245,,,PhaseBio Pharmaceuticals Inc,unresolved,15,2019-03-26,2022-08-12,2019-03-26,2023-02-28
1169445,,,"TruBridge, Inc.",unresolved,20,2018-03-14,2022-11-07,2018-03-14,2023-05-26
1169652,,,CHANNELADVISOR CORP,unresolved,20,2018-02-13,2022-11-07,2018-02-13,2023-05-26
1169987,,,"HTG MOLECULAR DIAGNOSTICS, INC",unresolved,20,2018-03-23,2022-11-10,2018-03-23,2023-05-29
1169988,,,"BOINGO WIRELESS, INC.",unresolved,13,2018-03-12,2021-05-10,2018-03-12,2021-11-26
1171662,,,TRIPLE-S MANAGEMENT CORP,unresolved,16,2018-03-07,2021-11-04,2018-03-07,2022-05-23
1171825,,,CIT GROUP INC,unresolved,16,2018-02-23,2021-11-05,2018-02-23,2022-05-24
1172222,,,HAWAIIAN HOLDINGS INC,unresolved,20,2018-02-13,2022-10-31,2018-02-13,2023-05-19
1172631,,,"Sunworks, Inc.",unresolved,20,2018-03-28,2022-11-08,2018-03-28,2023-05-27
1172706,,,"UNIROYAL GLOBAL ENGINEERED PRODUCTS, INC.",unresolved,18,2018-03-19,2022-05-13,2018-03-19,2022-11-29
1173281,,,"NeuBase Therapeutics, Inc.",unresolved,9,2018-02-14,2022-12-21,2018-02-14,2023-07-09
1173431,,,TD AMERITRADE HOLDING CORP,unresolved,11,2018-02-08,2020-08-06,2018-02-08,2021-02-22
1175483,,,Drive Shack Inc.,unresolved,20,2018-03-14,2022-11-21,2018-03-14,2023-06-09
1175505,,,"FIVE PRIME THERAPEUTICS, INC.",unresolved,13,2018-02-27,2021-03-22,2018-02-27,2021-10-08
1176373,,,TIER REIT INC,unresolved,6,2018-02-12,2019-05-09,2018-02-12,2019-11-25
1178377,,,EMARINE GLOBAL INC.,unresolved,9,2018-04-17,2020-05-14,2018-04-17,2020-11-30
1178711,,,"Paratek Pharmaceuticals, Inc.",unresolved,20,2018-03-06,2022-11-03,2018-03-06,2023-05-22
1178727,,,COMSovereign Holding Corp.,unresolved,18,2018-03-23,2022-12-15,2018-03-23,2023-07-03
1178879,,,"AMICUS THERAPEUTICS, INC.",unresolved,20,2018-03-01,2022-11-07,2018-03-01,2023-05-26
1179060,,,"EnLink Midstream Partners, LP",unresolved,12,2018-02-21,2020-11-05,2018-02-21,2021-05-24
1180145,,,Cardiovascular Systems Inc,unresolved,20,2018-02-09,2022-11-03,2018-02-09,2023-05-22
1181749,,,"Granite Falls Energy, LLC",unresolved,20,2018-01-30,2022-09-14,2018-01-30,2023-04-02
1182737,,,DAKOTA TERRITORY RESOURCE CORP,unresolved,5,2019-02-14,2021-02-11,2019-02-14,2021-08-30
1183082,,,GENESIS FINANCIAL INC,unresolved,5,2018-02-14,2020-08-13,2018-02-14,2021-03-01
1183765,,,"Molecular Templates, Inc.",unresolved,20,2018-03-30,2022-11-10,2018-03-30,2023-05-29
1185198,,,AEI INCOME & GROWTH FUND 25 LLC,unresolved,15,2019-03-29,2022-11-14,2019-03-29,2023-06-02
1186258,,,ATEL CAPITAL EQUIPMENT FUND X LLC,unresolved,14,2018-03-27,2021-11-15,2018-03-27,2022-06-03
1193311,,,ONCOR ELECTRIC DELIVERY CO LLC,unresolved,20,2018-02-23,2022-11-03,2018-02-23,2023-05-22
1195734,,,POTBELLY CORP,unresolved,20,2018-02-28,2022-11-03,2018-02-28,2023-05-22
1196298,,,,unresolved,20,2018-02-26,2022-11-15,2018-02-26,2023-06-03
1196501,,,,unresolved,13,2018-02-27,2021-02-26,2018-02-27,2021-09-14
1198415,,,,unresolved,5,2018-04-02,2022-03-31,2018-04-02,2022-10-17
1200375,,,,unresolved,20,2018-03-15,2022-11-04,2018-03-15,2023-05-23
1201792,,,,unresolved,20,2018-02-27,2022-11-08,2018-02-27,2023-05-27
12040,,,,unresolved,19,2018-02-13,2022-08-16,2018-02-13,2023-03-04
1205181,,,,unresolved,20,2018-04-18,2022-11-18,2018-04-18,2023-06-06
1205922,,,,unresolved,10,2018-08-14,2022-03-31,2018-08-14,2022-10-17
1206264,,,,unresolved,20,2018-03-01,2022-11-09,2018-03-01,2023-05-28
1206942,,,,unresolved,16,2018-03-15,2021-12-30,2018-03-15,2022-07-18
1207074,,,,unresolved,13,2018-02-08,2021-02-09,2018-02-08,2021-08-28
1209028,,,,unresolved,14,2018-02-16,2022-08-15,2018-02-16,2023-03-03
1209709,,,,unresolved,14,2018-03-28,2022-11-10,2018-03-28,2023-05-29
1210677,,,,unresolved,6,2021-08-12,2022-11-08,2021-08-12,2023-05-27
1210708,,,,unresolved,20,2018-03-01,2022-11-10,2018-03-01,2023-05-29
1211351,,,,unresolved,9,2018-04-17,2020-06-09,2018-04-17,2020-12-26
1211583,,,,unresolved,10,2018-03-28,2022-11-14,2018-03-28,2023-06-02
1211805,,,,unresolved,16,2018-03-21,2022-11-14,2018-03-21,2023-06-02
1212458,,,,unresolved,15,2018-02-23,2021-07-30,2018-02-23,2022-02-15
1212545,,,,unresolved,20,2018-02-26,2022-11-01,2018-02-26,2023-05-20
1213037,,,,unresolved,20,2018-02-26,2022-11-03,2018-02-26,2023-05-22
1213660,,,,unresolved,19,2018-03-30,2022-11-21,2018-03-30,2023-06-09
1213809,,,,unresolved,16,2019-03-27,2022-11-10,2019-03-27,2023-05-29
1214816,,,,unresolved,19,2018-02-28,2022-10-26,2018-02-28,2023-05-14
1216752,,,,unresolved,6,2018-05-14,2019-08-13,2018-05-14,2020-02-29
1217234,,,,unresolved,20,2018-03-22,2022-11-03,2018-03-22,2023-05-22
1218683,,,,unresolved,20,2018-03-29,2022-11-14,2018-03-29,2023-06-02
1219601,,,,unresolved,20,2018-02-26,2022-11-01,2018-02-26,2023-05-20
1220754,,,,unresolved,20,2018-03-09,2022-11-08,2018-03-09,2023-05-27
12208,,,,unresolved,20,2018-04-16,2022-10-28,2018-04-16,2023-05-16
1222840,,,,unresolved,11,2018-02-14,2021-08-04,2018-02-14,2022-02-20
1223389,,,,unresolved,20,2018-04-05,2022-12-06,2018-04-05,2023-06-24
1223533,,,,unresolved,8,2018-05-09,2019-11-14,2018-05-09,2020-06-01
12239,,,,unresolved,9,2018-03-30,2022-03-28,2018-03-30,2022-10-14
1224133,,,,unresolved,20,2018-03-14,2022-11-04,2018-03-14,2023-05-23
1224608,,,,unresolved,20,2018-02-23,2022-11-04,2018-02-23,2023-05-23
1225307,,,,unresolved,11,2018-03-01,2020-10-28,2018-03-01,2021-05-16
1226616,,,,unresolved,5,2018-02-13,2022-02-16,2018-02-13,2022-09-04
1227025,,,,unresolved,19,2018-03-09,2022-07-26,2018-03-09,2023-02-11
1227265,,,,unresolved,14,2018-03-28,2022-11-10,2018-03-28,2023-05-29
1227500,,,,unresolved,20,2018-03-16,2022-11-08,2018-03-16,2023-05-27
1227636,,,,unresolved,18,2018-08-14,2022-11-08,2018-08-14,2023-05-27
1227654,,,,unresolved,14,2018-02-27,2022-12-14,2018-02-27,2023-07-02
1228454,,,,unresolved,20,2018-03-06,2022-11-03,2018-03-06,2023-05-22
1228627,,,,unresolved,10,2018-03-09,2022-11-04,2018-03-09,2023-05-23
1230058,,,,unresolved,17,2018-03-29,2022-11-14,2018-03-29,2023-06-02
1230245,,,,unresolved,20,2018-02-26,2022-11-01,2018-02-26,2023-05-20
1230524,,,,unresolved,5,2021-06-14,2022-12-14,2021-06-14,2023-07-02
1232524,,,,unresolved,20,2018-02-27,2022-11-09,2018-02-27,2023-05-28
1232582,,,,unresolved,20,2018-03-14,2022-11-07,2018-03-14,2023-05-26
1234006,,,,unresolved,20,2018-02-14,2022-11-07,2018-02-14,2023-05-26
1235010,,,,unresolved,11,2018-02-26,2020-08-10,2018-02-26,2021-02-26
1236997,,,COUNTERPATH CORP,unresolved,12,2018-03-13,2020-12-14,2018-03-13,2021-07-02
1237746,,,"Endurance International Group Holdings, Inc.",unresolved,12,2018-02-22,2020-11-09,2018-02-22,2021-05-28
1239188,,,GENERAL STEEL HOLDINGS INC,unresolved,11,2018-12-04,2019-08-14,2018-12-04,2020-03-01
1239819,,,LUNA INNOVATIONS INC,unresolved,20,2018-03-21,2022-11-10,2018-03-21,2023-05-29
12400,,,BLACK HILLS POWER INC,unresolved,12,2018-02-27,2020-11-03,2018-02-27,2021-05-22
1245791,,,"GI DYNAMICS, INC.",unresolved,13,2018-03-28,2021-03-12,2018-03-28,2021-09-28
1251769,,,"Apollo Endosurgery, Inc.",unresolved,20,2018-03-01,2022-11-01,2018-03-01,2023-05-20
1252849,,,"COLUMBIA PROPERTY TRUST, INC.",unresolved,16,2018-02-15,2021-10-27,2018-02-15,2022-05-15
1253176,,,VAPOTHERM INC,unresolved,16,2019-03-22,2022-11-02,2019-03-22,2023-05-21
1253317,,,OLD LINE BANCSHARES INC,unresolved,8,2018-03-09,2019-11-08,2018-03-09,2020-05-26
1253347,,,COMMONWEALTH INCOME & GROWTH FUND V,unresolved,20,2018-04-02,2022-11-29,2018-04-02,2023-06-17
1255474,,,Whiting Holdings LLC,unresolved,18,2018-02-22,2022-05-04,2018-02-22,2022-11-20
1259515,,,CONTROL4 CORP,unresolved,6,2018-02-15,2019-05-10,2018-02-15,2019-11-26
1260968,,,MARLIN BUSINESS SERVICES CORP,unresolved,16,2018-03-09,2021-10-29,2018-03-09,2022-05-17
1260990,,,"Oncternal Therapeutics, Inc.",unresolved,15,2018-03-13,2022-03-10,2018-03-13,2022-09-26
1261249,,,AGILE THERAPEUTICS INC,unresolved,19,2018-03-12,2022-11-07,2018-03-12,2023-05-26
1263762,,,"SELECT BANCORP, INC.",unresolved,14,2018-03-16,2021-08-06,2018-03-16,2022-02-22
1263872,,,TRANSAKT LTD.,unresolved,7,2018-04-11,2019-08-14,2018-04-11,2020-03-01
1264587,,,STEMLINE THERAPEUTICS INC,unresolved,10,2018-03-16,2020-05-11,2018-03-16,2020-11-27
1265107,,,MONITRONICS INTERNATIONAL INC,unresolved,13,2018-03-07,2021-03-19,2018-03-07,2021-10-05
1265572,,,KONA GRILL INC,unresolved,5,2018-03-22,2019-04-16,2018-03-22,2019-11-02
