asof,year,n_per_sector,pick,ticker,name,sector,score,mcap,ret,basket_ret,pool_ret,basket_pctile,basket_p,days_held,partial_window,excess_vs_pool
2019-01-01,2019,10,46,SM,SM ENERGY CO,Energy,85.1,1.543757110266,-26.69620804881593,20.1562182244,24.7101681859,14.1,0.859,,,-51.40637623471593
2019-01-01,2019,10,47,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,84.8,0.535323041736,-63.37275848912629,20.1562182244,24.7101681859,14.1,0.859,,,-88.08292667502629
2019-01-01,2019,10,48,GMS,GMS INC,Industrials,84.6,0.61196205324,82.23418573351277,20.1562182244,24.7101681859,14.1,0.859,,,57.52401754761277
2019-01-01,2019,10,49,NBL,NOBLE ENERGY INC,Energy,83.7,8.722266021,35.29347048792564,20.1562182244,24.7101681859,14.1,0.859,,,10.58330230202564
2019-01-01,2019,10,50,UGI,UGI CORP,Utilities,83.7,6.7904472195,-13.256528417818746,20.1562182244,24.7101681859,14.1,0.859,,,-37.966696603718745
2019-01-01,2019,10,51,CIO,CITY OFFICE REIT INC,Real Estate,83.5,0.247466808834,42.553531479705974,20.1562182244,24.7101681859,14.1,0.859,,,17.843363293805975
2019-01-01,2019,10,52,REGI,RENEWABLE ENERGY GROUP INC,Materials,83.4,0.9586023928,4.863813229571989,20.1562182244,24.7101681859,14.1,0.859,,,-19.84635495632801
2019-01-01,2019,10,53,CME,CME GROUP INC,Financials,83.2,9.491978883107,9.673591754488186,20.1562182244,24.7101681859,14.1,0.859,,,-15.036576431411813
2019-01-01,2019,10,54,RGNX,REGENXBIO INC,Healthcare,83.0,1.50350306005,-2.3361144219308794,20.1562182244,24.7101681859,14.1,0.859,,,-27.04628260783088
2019-01-01,2019,10,55,ISRG,INTUITIVE SURGICAL INC,Healthcare,82.9,18.23093014496,23.433976447005776,20.1562182244,24.7101681859,14.1,0.859,,,-1.276191738894223
2019-01-01,2019,10,56,TECH,BIO-TECHNE CORP,Healthcare,82.6,1.31591031566,52.66903914590746,20.1562182244,24.7101681859,14.1,0.859,,,27.958870960007463
2019-01-01,2019,10,57,AMZN,AMAZON COM INC,Consumer Disc,82.3,36.72105499417201,23.02693777546969,20.1562182244,24.7101681859,14.1,0.859,,,-1.6832304104303084
2019-01-01,2019,10,58,ENTA,ENANTA PHARMACEUTICALS INC,Healthcare,82.3,1.37579830767,-12.77707186220528,20.1562182244,24.7101681859,14.1,0.859,,,-37.48724004810528
2019-01-01,2019,10,59,KRO,KRONOS WORLDWIDE INC,Materials,82.2,0.888316597472,22.92536534446763,20.1562182244,24.7101681859,14.1,0.859,,,-1.78480284143237
2019-01-01,2019,10,60,AWK,AMERICAN WATER WORKS COMPANY INC,Utilities,82.2,14.083816351296,37.77954452195323,20.1562182244,24.7101681859,14.1,0.859,,,13.069376336053228
2019-01-01,2019,10,61,AOS,SMITH A O CORP,Consumer Disc,82.1,2.787171714964,13.607586338070266,20.1562182244,24.7101681859,14.1,0.859,,,-11.102581847829732
2019-01-01,2019,10,62,PETS,PETMED EXPRESS INC,Consumer Disc,81.9,0.376782210225,6.694101508916317,20.1562182244,24.7101681859,14.1,0.859,,,-18.016066676983684
2019-01-01,2019,10,63,BBY,BEST BUY CO INC,Consumer Disc,81.9,10.586186622891,70.50763873001347,20.1562182244,24.7101681859,14.1,0.859,,,45.797470544113466
2019-01-01,2019,10,64,RRD,RR DONNELLEY & SONS CO,Communication Svcs,81.6,0.2652672,3.795116772823781,20.1562182244,24.7101681859,14.1,0.859,,,-20.915051413076217
2019-01-01,2019,10,65,FF,FUTUREFUEL CORP,Materials,81.3,0.2357760797699999,-20.29684601113172,20.1562182244,24.7101681859,14.1,0.859,,,-45.00701419703172
2019-01-01,2019,10,66,HOUS,ANYWHERE REAL ESTATE INC,Real Estate,81.1,1.6785121745479998,-31.859777558777974,20.1562182244,24.7101681859,14.1,0.859,,,-56.56994574467797
2019-01-01,2019,10,67,OMC,OMNICOM GROUP INC,Communication Svcs,81.0,12.4665504889,14.357877327964342,20.1562182244,24.7101681859,14.1,0.859,,,-10.352290857935657
2019-01-01,2019,10,68,CPRT,COPART INC,Consumer Disc,81.0,2.7953149086,90.3306822938468,20.1562182244,24.7101681859,14.1,0.859,,,65.6205141079468
2019-01-01,2019,10,69,JOE,ST JOE CO,Real Estate,80.9,0.7560948877079999,50.56973198523511,20.1562182244,24.7101681859,14.1,0.859,,,25.85956379933511
2019-01-01,2019,10,70,CRTO,CRITEO SA,Communication Svcs,80.8,1.5304500992,-23.723591549295776,20.1562182244,24.7101681859,14.1,0.859,,,-48.43375973519578
2019-01-01,2019,10,71,BERY,BERRY GLOBAL GROUP INC,Materials,80.7,5.4909824,-0.0836280225556596,20.1562182244,24.7101681859,14.1,0.859,,,-24.79379620845566
2019-01-01,2019,10,72,DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,80.6,2.1975821285999997,-21.906101254868016,20.1562182244,24.7101681859,14.1,0.859,,,-46.616269440768015
2019-01-01,2019,10,73,STWD,STARWOOD PROPERTY TRUST INC,Real Estate,80.2,2.612814283479,36.76889029402464,20.1562182244,24.7101681859,14.1,0.859,,,12.058722108124638
2019-01-01,2019,10,74,CAPL,CROSSAMERICA PARTNERS LP,Energy,79.8,0.212382400758,43.75608173856633,20.1562182244,24.7101681859,14.1,0.859,,,19.04591355266633
2019-01-01,2019,10,75,DOOR,MASONITE INTERNATIONAL CORP,Materials,79.7,1.18891661514,61.075172875306706,20.1562182244,24.7101681859,14.1,0.859,,,36.3650046894067
2019-01-01,2019,10,76,FAST,FASTENAL CO,Consumer Disc,78.9,3.085571586882,45.03674760442831,20.1562182244,24.7101681859,14.1,0.859,,,20.326579418528308
2019-01-01,2019,10,77,EBF,ENNIS INC,Communication Svcs,78.7,0.3098544495479999,17.59259259259258,20.1562182244,24.7101681859,14.1,0.859,,,-7.117575593307418
2019-01-01,2019,10,78,AVA,AVISTA CORP,Utilities,78.6,1.976420544,17.23943100239298,20.1562182244,24.7101681859,14.1,0.859,,,-7.470737183507019
2019-01-01,2019,10,79,RES,RPC INC,Energy,78.6,1.890437567642,-46.13112146347007,20.1562182244,24.7101681859,14.1,0.859,,,-70.84128964937007
2019-01-01,2019,10,80,CETV,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD,Communication Svcs,77.2,0.70293288012,62.94964028776982,20.1562182244,24.7101681859,14.1,0.859,,,38.23947210186982
2019-01-01,2019,10,81,CAH,CARDINAL HEALTH INC,Consumer Staples,76.8,10.835232202642,17.9915857783155,20.1562182244,24.7101681859,14.1,0.859,,,-6.718582407584499
2019-01-01,2019,10,82,CULP,CULP INC,Unclassified,76.3,0.210389522952,-26.7129794561216,20.1562182244,24.7101681859,14.1,0.859,,,-51.423147642021604
2019-01-01,2019,10,83,JBSS,SANFILIPPO JOHN B & SON INC,Consumer Staples,76.2,0.32040491454,73.47983676779964,20.1562182244,24.7101681859,14.1,0.859,,,48.76966858189964
2019-01-01,2019,10,84,TDS,TELEPHONE & DATA SYSTEMS INC,Communication Svcs,75.8,1.2909559199039995,-19.983009615013316,20.1562182244,24.7101681859,14.1,0.859,,,-44.69317780091332
2019-01-01,2019,10,85,IBKR,INTERACTIVE BROKERS GROUP INC,Financials,75.7,0.550447339134,-14.017185821697096,20.1562182244,24.7101681859,14.1,0.859,,,-38.72735400759709
2019-01-01,2019,10,86,HAL,HALLIBURTON CO,Energy,75.4,19.910779647288003,-4.949841605068639,20.1562182244,24.7101681859,14.1,0.859,,,-29.660009790968637
2019-01-01,2019,10,87,PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,75.2,70.751046306213,34.96803111198999,20.1562182244,24.7101681859,14.1,0.859,,,10.257862926089988
2019-01-01,2019,10,88,ENVA,ENOVA INTERNATIONAL INC,Financials,74.5,0.6669873161000001,23.638232271325776,20.1562182244,24.7101681859,14.1,0.859,,,-1.0719359145742224
2019-01-01,2019,10,89,GL,GLOBE LIFE INC,Financials,74.4,7.789424043504999,42.33980095940433,20.1562182244,24.7101681859,14.1,0.859,,,17.62963277350433
2019-01-01,2019,10,90,ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,73.5,3.45799977495,17.77524943112201,20.1562182244,24.7101681859,14.1,0.859,,,-6.934918754777989
2019-01-01,2019,10,91,VGR,VECTOR GROUP LTD,Consumer Staples,73.4,0.570422470816,66.15612648221342,20.1562182244,24.7101681859,14.1,0.859,,,41.44595829631342
2019-01-01,2019,10,92,ARLP,ALLIANCE RESOURCE PARTNERS LP,Energy,73.3,1.095332997066,-28.84478250534822,20.1562182244,24.7101681859,14.1,0.859,,,-53.55495069124822
2019-01-01,2019,10,93,IVZ,INVESCO LTD,Financials,73.2,4.8048145661329995,14.990154952486968,20.1562182244,24.7101681859,14.1,0.859,,,-9.720013233413031
2019-01-01,2019,10,94,DK,DELEK US HOLDINGS INC,Energy,73.0,2.0537911266060003,6.591652701300754,20.1562182244,24.7101681859,14.1,0.859,,,-18.118515484599243
2019-01-01,2019,10,95,UVE,UNIVERSAL INSURANCE HOLDINGS INC,Financials,73.0,0.968295898608,-24.226022948690183,20.1562182244,24.7101681859,14.1,0.859,,,-48.93619113459018
2019-01-01,2019,10,96,NUS,NU SKIN ENTERPRISES INC,Consumer Staples,72.8,2.53283933847,-31.0050521337203,20.1562182244,24.7101681859,14.1,0.859,,,-55.7152203196203
2019-01-01,2019,10,97,AD,ARRAY DIGITAL INFRASTRUCTURE INC,Communication Svcs,72.8,1.250113541908,-30.287439408112935,20.1562182244,24.7101681859,14.1,0.859,,,-54.99760759401293
2019-01-01,2019,10,98,OPTU,OPTIMUM COMMUNICATIONS INC,Communication Svcs,72.6,11.81345878972,65.49636803874093,20.1562182244,24.7101681859,14.1,0.859,,,40.78619985284092
2019-01-01,2019,10,99,V,VISA INC,Financials,72.6,58.6131771658,43.32025620496396,20.1562182244,24.7101681859,14.1,0.859,,,18.610088019063962
2019-01-01,2019,10,100,VZ,VERIZON COMMUNICATIONS INC,Communication Svcs,72.6,150.44666982740998,13.867069486404858,20.1562182244,24.7101681859,14.1,0.859,,,-10.84309869949514
2019-01-01,2019,10,101,MRO,MARATHON OIL CORP,Energy,72.3,10.953722218052,-3.923503073537216,20.1562182244,24.7101681859,14.1,0.859,,,-28.633671259437214
2019-01-01,2019,10,102,SO,SOUTHERN CO,Utilities,72.3,33.484153332096,51.61627335299903,20.1562182244,24.7101681859,14.1,0.859,,,26.90610516709903
2019-01-01,2019,10,103,VLGEA,VILLAGE SUPER MARKET INC,Consumer Staples,72.1,0.2763274711419999,-8.958813508367559,20.1562182244,24.7101681859,14.1,0.859,,,-33.66898169426756
2019-01-01,2019,10,104,MO,ALTRIA GROUP INC,Consumer Staples,71.2,52.10593118813,7.955283086909493,20.1562182244,24.7101681859,14.1,0.859,,,-16.754885098990506
2019-01-01,2019,10,105,PEP,PEPSICO INC,Consumer Staples,70.3,123.757812832,27.368433058831563,20.1562182244,24.7101681859,14.1,0.859,,,2.6582648729315643
2019-01-01,2019,10,106,ORA,ORMAT TECHNOLOGIES INC,Utilities,70.0,2.52835605792,43.45238095238096,20.1562182244,24.7101681859,14.1,0.859,,,18.742212766480964
2019-01-01,2019,10,107,XEL,XCEL ENERGY INC,Utilities,69.5,20.190145163584,32.36027690115036,20.1562182244,24.7101681859,14.1,0.859,,,7.650108715250358
2019-01-01,2019,10,108,ED,CONSOLIDATED EDISON INC,Utilities,69.1,18.033959859731997,22.54744512942719,20.1562182244,24.7101681859,14.1,0.859,,,-2.16272305647281
2019-01-01,2019,10,109,HCCI,HERITAGE-CRYSTAL CLEAN INC,Utilities,69.1,0.53038300809,36.33202955236854,20.1562182244,24.7101681859,14.1,0.859,,,11.62186136646854
2019-01-01,2019,10,110,OTTR,OTTER TAIL CORP,Utilities,68.9,1.598217171012,6.261633534360822,20.1562182244,24.7101681859,14.1,0.859,,,-18.448534651539177
2019-01-01,2019,10,111,VVV,VALVOLINE INC,Unclassified,68.7,3.374897164032,13.024085637823358,20.1562182244,24.7101681859,14.1,0.859,,,-11.68608254807664
2019-01-01,2019,10,112,MED,MEDIFAST INC,Consumer Staples,66.9,1.231960759224,-9.72378695466377,20.1562182244,24.7101681859,14.1,0.859,,,-34.43395514056377
2019-01-01,2019,10,113,NVRI1,ENVIRI CORP,Unclassified,62.2,1.59502092654,15.861027190332331,20.1562182244,24.7101681859,14.1,0.859,,,-8.849140995567668
2019-01-01,2019,10,114,NPO,ENPRO INC,Unclassified,59.9,1.145495027259,13.066463889341517,20.1562182244,24.7101681859,14.1,0.859,,,-11.643704296558482
2019-01-01,2019,10,115,MHK,MOHAWK INDUSTRIES INC,Unclassified,59.0,8.678308607199998,16.603967168262646,20.1562182244,24.7101681859,14.1,0.859,,,-8.106201017637353
2019-01-01,2019,10,116,ALLE,ALLEGION PLC,Unclassified,58.5,6.840592928532,57.88310822077707,20.1562182244,24.7101681859,14.1,0.859,,,33.17294003487707
2019-01-01,2019,10,117,CRAI,CRA INTERNATIONAL INC,Unclassified,57.3,0.307883939715,30.385475595316393,20.1562182244,24.7101681859,14.1,0.859,,,5.675307409416394
2019-01-01,2019,10,118,TILE,INTERFACE INC,Unclassified,56.2,0.8087641191839999,18.457462466882557,20.1562182244,24.7101681859,14.1,0.859,,,-6.252705719017442
2019-01-01,2019,10,119,KWR,QUAKER CHEMICAL CORP,Unclassified,45.7,2.185328912868,-6.662517466303008,20.1562182244,24.7101681859,14.1,0.859,,,-31.372685652203007
2019-01-01,2019,10,120,MGPI,MGP INGREDIENTS INC,Unclassified,42.2,0.886276535292,-14.48134200616228,20.1562182244,24.7101681859,14.1,0.859,,,-39.19151019206228
2019-01-01,2019,20,1,IMMR,IMMERSION CORP,Technology,97.3,0.241435826472,-17.0834396529727,21.8033809511,24.7101681859,15.85,0.8415,,,-41.7936078388727
2019-01-01,2019,20,2,MA,MASTERCARD INC,Financials,96.7,22.008260615695,59.15986972134843,21.8033809511,24.7101681859,15.85,0.8415,,,34.449701535448426
2019-01-01,2019,20,3,LRCX,LAM RESEARCH CORP,Technology,95.3,1.927060084908,119.31067804799488,21.8033809511,24.7101681859,15.85,0.8415,,,94.60050986209488
2019-01-01,2019,20,4,HEES,H&E EQUIPMENT SERVICES INC,Industrials,95.0,0.598444348487,70.36484146414284,21.8033809511,24.7101681859,15.85,0.8415,,,45.65467327824284
2019-01-01,2019,20,5,APH,AMPHENOL CORP,Technology,93.7,2.83850163996,34.89384288747346,21.8033809511,24.7101681859,15.85,0.8415,,,10.183674701573462
2019-01-01,2019,20,6,SRLP,SPRAGUE RESOURCES LP,Energy,92.6,0.196830772866,34.98498498498499,21.8033809511,24.7101681859,15.85,0.8415,,,10.274816799084991
2019-01-01,2019,20,7,MNST,MONSTER BEVERAGE CORP,Consumer Staples,92.4,6.804215633705,29.110117838277127,21.8033809511,24.7101681859,15.85,0.8415,,,4.399949652377128
2019-01-01,2019,20,8,MPT,MEDICAL PROPERTIES TRUST INC,Real Estate,91.7,3.34286138284,38.52620087336245,21.8033809511,24.7101681859,15.85,0.8415,,,13.81603268746245
2019-01-01,2019,20,9,MU,MICRON TECHNOLOGY INC,Technology,91.4,34.680704083224,69.49185415050425,21.8033809511,24.7101681859,15.85,0.8415,,,44.78168596460425
2019-01-01,2019,20,10,JHG,JANUS HENDERSON GROUP PLC,Financials,90.7,2.844022053612,25.939377007962005,21.8033809511,24.7101681859,15.85,0.8415,,,1.2292088220620059
2019-01-01,2019,20,11,LGND,LIGAND PHARMACEUTICALS INC,Healthcare,90.6,2.8841306182,-23.146647015475295,21.8033809511,24.7101681859,15.85,0.8415,,,-47.8568152013753
2019-01-01,2019,20,12,CVI,CVR ENERGY INC,Energy,90.4,1.923049828271,25.369857284750896,21.8033809511,24.7101681859,15.85,0.8415,,,0.6596890988508974
2019-01-01,2019,20,13,FTNT,FORTINET INC,Technology,90.4,2.39983470763,51.58313218798807,21.8033809511,24.7101681859,15.85,0.8415,,,26.87296400208807
2019-01-01,2019,20,14,SBRA,SABRA HEALTH CARE REIT INC,Real Estate,90.1,1.58851912725,41.077441077441065,21.8033809511,24.7101681859,15.85,0.8415,,,16.367272891541067
2019-01-01,2019,20,15,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,89.8,16.79192977592,40.35139828184975,21.8033809511,24.7101681859,15.85,0.8415,,,15.641230095949748
2019-01-01,2019,20,16,DCH,DAUCH CORP,Consumer Disc,89.3,1.2398877710999998,-3.063063063063065,21.8033809511,24.7101681859,15.85,0.8415,,,-27.773231248963064
2019-01-01,2019,20,17,SUPN,SUPERNUS PHARMACEUTICALS INC,Healthcare,89.3,1.73597797186,-28.597230583985557,21.8033809511,24.7101681859,15.85,0.8415,,,-53.30739876988555
2019-01-01,2019,20,18,DECK,DECKERS OUTDOOR CORP,Consumer Disc,89.1,0.621031106925,31.97186400937868,21.8033809511,24.7101681859,15.85,0.8415,,,7.261695823478682
2019-01-01,2019,20,19,ONTO,ONTO INNOVATION INC,Technology,88.5,0.6618113094599999,33.69923161361142,21.8033809511,24.7101681859,15.85,0.8415,,,8.989063427711418
2019-01-01,2019,20,20,UTHR,UNITED THERAPEUTICS CORP,Healthcare,88.4,4.7466436841999995,-19.118457300275495,21.8033809511,24.7101681859,15.85,0.8415,,,-43.8286254861755
2019-01-01,2019,20,21,UIS,UNISYS CORP,Technology,88.3,0.59341612126,1.9776440240756532,21.8033809511,24.7101681859,15.85,0.8415,,,-22.732524161824344
2019-01-01,2019,20,22,HPQ,HP INC,Technology,88.0,24.305975056522,3.854020196855412,21.8033809511,24.7101681859,15.85,0.8415,,,-20.856147989044587
2019-01-01,2019,20,23,TTEK,TETRA TECH INC,Industrials,87.7,0.5435443835910001,67.76657500763822,21.8033809511,24.7101681859,15.85,0.8415,,,43.05640682173822
2019-01-01,2019,20,24,LPX,LOUISIANA-PACIFIC CORP,Materials,87.6,2.782486839701,36.399614389365254,21.8033809511,24.7101681859,15.85,0.8415,,,11.689446203465256
2019-01-01,2019,20,25,ALEX,ALEXANDER & BALDWIN INC,Real Estate,87.6,1.000384516901,17.495860033119737,21.8033809511,24.7101681859,15.85,0.8415,,,-7.214308152780262
2019-01-01,2019,20,26,CMCSA,COMCAST CORP,Communication Svcs,87.5,53.208719895350995,34.0428831763018,21.8033809511,24.7101681859,15.85,0.8415,,,9.3327149904018
2019-01-01,2019,20,27,AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Industrials,87.3,1.07965446167,-34.652761317847826,21.8033809511,24.7101681859,15.85,0.8415,,,-59.36292950374782
2019-01-01,2019,20,28,ANET,ARISTA NETWORKS INC,Technology,87.3,0.9933021137,-3.462677500189848,21.8033809511,24.7101681859,15.85,0.8415,,,-28.172845686089847
2019-01-01,2019,20,29,MAN,MANPOWERGROUP INC,Industrials,87.2,3.096645082836,53.54219080707641,21.8033809511,24.7101681859,15.85,0.8415,,,28.83202262117641
2019-01-01,2019,20,30,ABBV,ABBVIE INC,Healthcare,87.1,99.950662280169,1.495929086339487,21.8033809511,24.7101681859,15.85,0.8415,,,-23.214239099560512
2019-01-01,2019,20,31,ESIO,ELECTRO SCIENTIFIC INDUSTRIES INC,Industrials,87.0,1.02752436836,,21.8033809511,24.7101681859,15.85,0.8415,,,
2019-01-01,2019,20,32,WLKP,WESTLAKE CHEMICAL PARTNERS LP,Materials,86.7,0.411315217105,18.48686789494316,21.8033809511,24.7101681859,15.85,0.8415,,,-6.223300290956839
2019-01-01,2019,20,33,BKE,BUCKLE INC,Consumer Disc,86.5,0.4297896048,55.531478102189766,21.8033809511,24.7101681859,15.85,0.8415,,,30.821309916289767
2019-01-01,2019,20,34,RTX,RTX CORP,Industrials,86.5,41.93072193814899,43.80217387151617,21.8033809511,24.7101681859,15.85,0.8415,,,19.09200568561617
2019-01-01,2019,20,35,AEIS,ADVANCED ENERGY INDUSTRIES INC,Technology,86.0,1.6189651204650002,65.85122316525212,21.8033809511,24.7101681859,15.85,0.8415,,,41.14105497935212
2019-01-01,2019,20,36,CORT,CORCEPT THERAPEUTICS INC,Healthcare,85.9,1.54270322128,-9.431137724550895,21.8033809511,24.7101681859,15.85,0.8415,,,-34.141305910450896
2019-01-01,2019,20,37,LGIH,LGI HOMES INC,Industrials,85.8,1.02726708112,56.23617868199913,21.8033809511,24.7101681859,15.85,0.8415,,,31.52601049609913
2019-01-01,2019,20,38,WM,WASTE MANAGEMENT INC,Utilities,85.7,33.503628422741,30.45187890510672,21.8033809511,24.7101681859,15.85,0.8415,,,5.741710719206722
2019-01-01,2019,20,39,RFP,RESOLUTE FOREST PRODUCTS INC,Materials,85.5,0.6624964384900001,-47.03395608891313,21.8033809511,24.7101681859,15.85,0.8415,,,-71.74412427481313
2019-01-01,2019,20,40,PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Real Estate,85.4,0.48425922258,30.358716173694145,21.8033809511,24.7101681859,15.85,0.8415,,,5.648547987794146
2019-01-01,2019,20,41,CSGP,COSTAR GROUP INC,Technology,85.4,1.228585094658,77.35815497717435,21.8033809511,24.7101681859,15.85,0.8415,,,52.64798679127435
2019-01-01,2019,20,42,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,Real Estate,85.4,0.33385690767,21.35198135198135,21.8033809511,24.7101681859,15.85,0.8415,,,-3.358186833918648
2019-01-01,2019,20,43,EXEL,EXELIXIS INC,Healthcare,85.3,5.880998265450001,-10.421962379257756,21.8033809511,24.7101681859,15.85,0.8415,,,-35.13213056515775
2019-01-01,2019,20,44,PENN,PENN ENTERTAINMENT INC,Consumer Disc,85.2,2.23805691711,35.740839086564,21.8033809511,24.7101681859,15.85,0.8415,,,11.030670900664003
2019-01-01,2019,20,45,SEDG,SOLAREDGE TECHNOLOGIES INC,Technology,85.2,1.6058799315,170.9116809116809,21.8033809511,24.7101681859,15.85,0.8415,,,146.2015127257809
2019-01-01,2019,20,46,TECD,TECH DATA CORP,Industrials,85.2,3.05296561836,75.52866397750886,21.8033809511,24.7101681859,15.85,0.8415,,,50.81849579160885
2019-01-01,2019,20,47,NTAP,NETAPP INC,Technology,85.2,12.25173319168,7.444490131578951,21.8033809511,24.7101681859,15.85,0.8415,,,-17.265678054321047
2019-01-01,2019,20,48,TPH,TRI POINTE HOMES INC,Industrials,85.2,1.55427128109,42.543458371454726,21.8033809511,24.7101681859,15.85,0.8415,,,17.833290185554727
2019-01-01,2019,20,49,SM,SM ENERGY CO,Energy,85.1,1.543757110266,-26.69620804881593,21.8033809511,24.7101681859,15.85,0.8415,,,-51.40637623471593
2019-01-01,2019,20,50,RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,84.8,0.535323041736,-63.37275848912629,21.8033809511,24.7101681859,15.85,0.8415,,,-88.08292667502629
2019-01-01,2019,20,51,KLIC,KULICKE & SOFFA INDUSTRIES INC,Technology,84.6,1.202310965737,36.94061120733001,21.8033809511,24.7101681859,15.85,0.8415,,,12.230443021430009
2019-01-01,2019,20,52,GMS,GMS INC,Industrials,84.6,0.61196205324,82.23418573351277,21.8033809511,24.7101681859,15.85,0.8415,,,57.52401754761277
2019-01-01,2019,20,53,URI,UNITED RENTALS INC,Industrials,84.1,8.00361225207,62.653898768809825,21.8033809511,24.7101681859,15.85,0.8415,,,37.94373058290982
2019-01-01,2019,20,54,NBL,NOBLE ENERGY INC,Energy,83.7,8.722266021,35.29347048792564,21.8033809511,24.7101681859,15.85,0.8415,,,10.58330230202564
2019-01-01,2019,20,55,HURC,HURCO COMPANIES INC,Industrials,83.7,0.214363082772,9.209124522153278,21.8033809511,24.7101681859,15.85,0.8415,,,-15.50104366374672
2019-01-01,2019,20,56,UGI,UGI CORP,Utilities,83.7,6.7904472195,-13.256528417818746,21.8033809511,24.7101681859,15.85,0.8415,,,-37.966696603718745
2019-01-01,2019,20,57,CMI,CUMMINS INC,Industrials,83.6,17.735922651986,38.080969021020785,21.8033809511,24.7101681859,15.85,0.8415,,,13.370800835120786
2019-01-01,2019,20,58,KBH,KB HOME,Industrials,83.5,1.498440543384,82.36890225918718,21.8033809511,24.7101681859,15.85,0.8415,,,57.65873407328718
